Portien,rateconst,new_Median,new_sd,gumbel_Median,gumbel _sd
DUS3_MOUSE,0.442538,0.43853,0.133560754298892,0.442538,0.005671
DX39A_MOUSE,0.059345,0.20813,0,0.059345,0.010316
DX39B_MOUSE,0.093875,0.2251,0.0737420545957325,0.093875,0.092919
DYHC1_MOUSE,0.214218,0.39324,0.261465219055996,0.214218,0.188724
DYL1_MOUSE,0.280781,0.24967,0,0.280781,0.044002
DYL2_MOUSE,0.20889,0.26394,0.0750786438047169,0.20889,0.07785
DYLT3_MOUSE,0.126711,NaN,NaN,0.126711,NaN
DYN2_MOUSE,0.150893,0.15341,0.155079038844355,0.150893,0.003554
DYR_MOUSE,0.281914,0.28001,0.0632880333080433,0.281914,0.047982
E2AK2_MOUSE,NaN,NaN,NaN,NaN,0
E41L2_MOUSE,0.263229,0.32948,0,0.263229,0.09369
E41L5_MOUSE,0.458745,0.2658,0,0.458745,0.272868
EBP_MOUSE,0.382927,0.38293,0,0.382927,NaN
ECE1_MOUSE,5.200425,0.06563,0,5.200425,NaN
ECH1_MOUSE,0.402262,0.69945,0.880447030606612,0.402262,0.304229
ECHA_MOUSE,0.172436,0.17842,0.0250989365511768,0.172436,0.047226
ECHB_MOUSE,0.142988,0.16765,0.0347777095277996,0.142988,0.035721
ECHD1_MOUSE,0,0.29112,0.11513,0,0
ECHD2_MOUSE,0.138074,0.15597,0.0192510606461047,0.138074,0.01613
ECHD3_MOUSE,0.14977,0.14314,0.0560628304235707,0.14977,0.032331
ECHM_MOUSE,0.143747,0.13268,0.0314627942815002,0.143747,0.031058
ECHP_MOUSE,0.332366,0.38164,0.245400497587108,0.332366,0.094545
ECI1_MOUSE,0.148652,0.15255,0.0132346826180305,0.148652,0.02005
ECI2_MOUSE,0.314903,0.31521,0.0551298044255555,0.314903,0.050104
ECI3_MOUSE,NaN,NaN,NaN,NaN,0
ECM29_MOUSE,0.386082,0.364475,0.068225,0.386082,0.065935
ECSIT_MOUSE,0.214753,0.21475,0,0.214753,NaN
EDF1_MOUSE,3.454902,NaN,NaN,3.454902,NaN
EEA1_MOUSE,0.281967,0.241,0.129548750576762,0.281967,0.109344
EF1A1_MOUSE,0.175243,0.19009,0.0391079493709399,0.175243,0.049559
EF1B_MOUSE,0.180976,0.17608,0.0234937230766007,0.180976,0.026269
EF1D_MOUSE,0.139348,0.17472,0.170430435075429,0.139348,0.03495
EF1G_MOUSE,0.104508,0.11761,0.0309608337097049,0.104508,0.028247
EF2_MOUSE,0.434308,0.43031,0.0642689774619139,0.434308,0.11445
EFGM_MOUSE,0.475995,NaN,NaN,0.475995,0.360002
EFHD2_MOUSE,1.216426,0.13604,0,1.216426,1.527897
EFL1_MOUSE,0.230399,0.4608,0,0.230399,0.325833
EFR3A_MOUSE,NaN,NaN,NaN,NaN,0
EFTS_MOUSE,0.271155,5E-05,0,0.271155,0.188673
EFTU_MOUSE,0.178332,0.20072,0.0189898240118227,0.178332,0.037857
EGFR_MOUSE,1.301081,1.74405,1.14608218927614,1.301081,0.462976
EHD1_MOUSE,0.242374,0.23822,0.183793036103112,0.242374,0.012316
EHD3_MOUSE,0.24198,0.435925,3.33151657804003,0.24198,0.088073
EHD4_MOUSE,NaN,NaN,NaN,NaN,0
EI2BA_MOUSE,0.018575,NaN,NaN,0.018575,NaN
EI2BB_MOUSE,0.456985,0.52523,0,0.456985,0.096507
EI2BD_MOUSE,0.442349,0.75323,0.274827854968645,0.442349,0.346671
EI2BE_MOUSE,0.160969,NaN,NaN,0.160969,NaN
EI3JA_MOUSE,0.131654,0.28731,0.281666384575796,0.131654,0.116658
EIF1B_MOUSE,4.322518,NaN,NaN,4.322518,6.106444
EIF2A_MOUSE,0.361403,0.185135,0.130212973677314,0.361403,0.014819
EIF2D_MOUSE,0.222356,0.22819,0,0.222356,0.008253
EIF3A_MOUSE,0.360432,0.49347,0.136533366559241,0.360432,0.133246
EIF3B_MOUSE,0.34959,0.31692,0.0862787213370455,0.34959,0.063946
EIF3C_MOUSE,0.467262,0.43858,0.100088805048317,0.467262,0.098644
EIF3D_MOUSE,0.215147,0.220525,0.0748082882365911,0.215147,0.081949
EIF3E_MOUSE,0.365802,0.31526,0.245676560683733,0.365802,0.128484
EIF3F_MOUSE,0.352327,0.34929,0.236335275033161,0.352327,0.146862
EIF3G_MOUSE,0.379457,0.46824,0.0596,0.379457,0.041275
EIF3H_MOUSE,0.369536,0.40488,0.0622537875855759,0.369536,0.087059
EIF3I_MOUSE,0.104792,1.450585,0.932915,0.104792,0.135027
EIF3K_MOUSE,NaN,NaN,NaN,NaN,0
EIF3L_MOUSE,0.406765,0.35304,0.135220241088381,0.406765,0.034199
EIF3M_MOUSE,0.291624,0.29588,0.0374879049294569,0.291624,0.037785
EKI2_MOUSE,0.504364,0.97297,0,0.504364,0.662708
ELAV1_MOUSE,0.26855,0.54137,0.1852296652807,0.26855,0.139878
ELOB_MOUSE,NaN,8.68999,0,NaN,0
ELOC_MOUSE,0.628254,0.59784,0.110603576293395,0.628254,0.043008
ELOV2_MOUSE,1.494195,1.494195,0.184125,1.494195,0.260386
ELP1_MOUSE,0.006976,NaN,NaN,0.006976,NaN
ELP2_MOUSE,NaN,NaN,NaN,NaN,0
EMAL2_MOUSE,0.17003,0.17003,0,0.17003,NaN
EMC10_MOUSE,0.376567,NaN,NaN,0.376567,NaN
EMC1_MOUSE,0.22967,0.22019,0.114598815244991,0.22967,0.01638
EMC2_MOUSE,0.0522,0.28415,0.20237509404294,0.0522,0.073822
EMC3_MOUSE,0.208882,0.22278,0.220499466817194,0.208882,0.019657
EMC4_MOUSE,0.400834,0.40083,0,0.400834,NaN
EMC5_MOUSE,0.00461,NaN,NaN,0.00461,NaN
EMC7_MOUSE,0.998967,NaN,NaN,0.998967,NaN
EMC8_MOUSE,0.054817,0.23008,0.07661,0.054817,0.070201
EMIL1_MOUSE,0.190683,NaN,NaN,0.190683,NaN
ENOA_MOUSE,0.216827,0.21228,0.0278127682908408,0.216827,0.054594
ENOB_MOUSE,0.179941,0.20144,0,0.179941,0.030409
ENOG_MOUSE,0.079891,0.15978,0,0.079891,0.112982
ENPL_MOUSE,0.375641,0.43365,0.0387577997311509,0.375641,0.102044
ENPP1_MOUSE,0.046468,0.15125,0.05831,0.046468,0.065716
ENPP3_MOUSE,0.345088,NaN,NaN,0.345088,0.373322
ENTP5_MOUSE,0.730251,0.75504,0.07330667107433,0.730251,0.089292
EPB41_MOUSE,0.302484,0.27046,0,0.302484,0.045284
EPB42_MOUSE,NaN,NaN,NaN,NaN,0
EPIPL_MOUSE,0.503182,0.90632,0.398925741691358,0.503182,0.203018
EPN1_MOUSE,0.576889,NaN,NaN,0.576889,0.812605
EPN4_MOUSE,0.879629,0.73002,0,0.879629,0.211578
EPS15_MOUSE,0.079459,NaN,NaN,0.079459,0.110365
EPT1_MOUSE,0,NaN,NaN,0,NaN
ERAP1_MOUSE,0.51627,0.56215,0.119076221538979,0.51627,0.118105
ERF1_MOUSE,0.369534,0.38674,0.15521911566127,0.369534,0.024332
ERF3A_MOUSE,0.288987,0.295445,0.203629579015427,0.288987,0.047129
ERF3B_MOUSE,0.229615,0.55348,0,0.229615,NaN
ERG1_MOUSE,7.788201,NaN,NaN,7.788201,NaN
ERG24_MOUSE,0.365077,0.36508,0.00794999999999998,0.365077,0.011244
ERG28_MOUSE,NaN,NaN,NaN,NaN,0
ERGI1_MOUSE,0.338841,0.36215,0,0.338841,0.032959
ERH_MOUSE,0.133403,0.26606,0,0.133403,0.187605
ERLN1_MOUSE,0.48561,0.20484,0,0.48561,NaN
ERLN2_MOUSE,0.300849,0.34667,0.0773439320323335,0.300849,0.064798
ERMP1_MOUSE,0.20909,0.26779,0,0.20909,0.083016
ERO1A_MOUSE,0.238411,0.25629,0.0457833188933359,0.238411,0.077945
ERO1B_MOUSE,0.362725,1.97715,0.9593,0.362725,0.209837
ERP29_MOUSE,0.356026,0.425995,0.0669940502488841,0.356026,0.087754
ERP44_MOUSE,0.374489,0.373455,0.105544157807158,0.374489,0.025971
ERR3_MOUSE,NaN,NaN,NaN,NaN,0
ES8L2_MOUSE,0.681918,0.71617,0.141361795602631,0.681918,0.148708
ESRP2_MOUSE,NaN,NaN,NaN,NaN,0
EST1C_MOUSE,0.96646,1.33527,2.45959239746426,0.96646,0.562887
EST1D_MOUSE,0.35404,0.31006,0.0670300653736814,0.35404,0.094142
EST1E_MOUSE,0.721868,0.97979,0.410403907749427,0.721868,0.395993
EST1F_MOUSE,0.295821,0.41256,0.107290736524641,0.295821,0.082936
EST1_MOUSE,0.254203,0.40852,0.151754445127647,0.254203,0.060911
EST2A_MOUSE,0.317638,0.29872,0.0340058598479733,0.317638,0.083585
EST2C_MOUSE,0.223741,0.31888,0.0548572282930882,0.223741,0.078645
EST2E_MOUSE,0.335383,0.39284,0.0843143194481222,0.335383,0.061228
EST3A_MOUSE,0.425881,0.39395,0.0341786143662964,0.425881,0.093669
EST3B_MOUSE,0.316947,0.31398,0.0139899615439071,0.316947,0.029302
ESTD_MOUSE,0.188546,0.17955,0.018961286876159,0.188546,0.039657
ESYT1_MOUSE,0.243196,0.18951,0,0.243196,0.075929
ESYT2_MOUSE,0.754511,0.377295,0.377215,0.754511,NaN
ETFA_MOUSE,0.163928,0.17115,0.0209695894094281,0.163928,0.038834
ETFB_MOUSE,0.161008,0.14242,0.0315343833933692,0.161008,0.035906
ETFD_MOUSE,0.132922,0.15781,0.0485303992977597,0.132922,0.030207
ETHE1_MOUSE,0.167535,0.14488,0.0415780113040535,0.167535,0.036602
EWS_MOUSE,0.319642,0.24795,0,0.319642,0.101393
EXOC4_MOUSE,0.133332,NaN,NaN,0.133332,NaN
EZRI_MOUSE,0.149458,0.21965,3.0035481123091,0.149458,0.140479
F10A1_MOUSE,0.976468,0.72759,0.13286,0.976468,0.164072
F1142_MOUSE,0.365091,0.36509,0,0.365091,NaN
F120A_MOUSE,0.406791,0.317175,0.159807103091313,0.406791,0.191337
F136A_MOUSE,0.056936,NaN,NaN,0.056936,0.027916
F162A_MOUSE,0.19723,0.15485,0.0380118411375543,0.19723,0.038493
F16P1_MOUSE,0.347381,0.3361,0.0298512447981655,0.347381,0.067045
F234A_MOUSE,0.144212,0.27132,0,0.144212,0.203946
F261_MOUSE,0.400549,0.33601,0.149054865254375,0.400549,0.116537
FA98A_MOUSE,0.425833,0.42583,0.01654,0.425833,0.023391
FA98B_MOUSE,0.184455,0.079515,0.018225,0.184455,0.016944
FAAA_MOUSE,0.197063,0.21626,0.0210685240109506,0.197063,0.047492
FAAH1_MOUSE,0.375989,0.35628,0.190074836793319,0.375989,0.103296
FABD_MOUSE,0.330118,0.40152,0.117253590421218,0.330118,0.100978
FABP4_MOUSE,0.356344,0.22669,0,0.356344,0.183354
FABP5_MOUSE,0.246656,0.24875,0.0489806257207888,0.246656,0.051016
FABP7_MOUSE,0,NaN,NaN,0,NaN
FABPI_MOUSE,0.387916,0.15921,0,0.387916,NaN
FABPL_MOUSE,0.227915,0.25448,0.0127803057866391,0.227915,0.060207
FACE1_MOUSE,0.325774,0.46458,0.14877913526059,0.325774,0.196307
FAD1_MOUSE,0.471365,0.471365,4.01787597790798,0.471365,0.029796
FADS1_MOUSE,1.35851,1.32228,0,1.35851,0.051238
FADS2_MOUSE,8.344342,8.22998,3.11778089436488,8.344342,0.161734
FAF2_MOUSE,0.537784,0.55232,0,0.537784,0.020558
FAHD1_MOUSE,0.1714,0.1714,0.0166,0.1714,0.023469
FAHD2_MOUSE,0.135732,0.10837,0.0397080508713283,0.135732,0.032415
FAKD4_MOUSE,0.225037,0.28314,1.09623884563944,0.225037,0.082168
FARP2_MOUSE,0.141585,0.14159,0,0.141585,NaN
FAS_MOUSE,0.44,0.47439,0.168191887010046,0.44,0.130498
FBLL1_MOUSE,0.079695,0.15478,0,0.079695,0.106187
FBRL_MOUSE,0.212225,0.20189,0.0347012272323123,0.212225,0.038212
FBX22_MOUSE,0.8312,0.82668,0,0.8312,0.006396
FBX3_MOUSE,NaN,NaN,NaN,NaN,0
FBX6_MOUSE,0.700237,NaN,NaN,0.700237,0.347813
FCGR2_MOUSE,0.572589,0.72453,0,0.572589,0.214876
FCGRN_MOUSE,NaN,NaN,NaN,NaN,0
FCHO2_MOUSE,0.887476,NaN,NaN,0.887476,NaN
FCL_MOUSE,0.230892,0.23471,0.0341780215278117,0.230892,0.005406
FCSK_MOUSE,0.305977,0.15632,0,0.305977,0.211648
FDFT_MOUSE,2.70952,NaN,NaN,2.70952,3.83184
FERM2_MOUSE,0.264002,0.30425,0.0989644751351489,0.264002,0.057481
FETUA_MOUSE,4.737952,2.65874,0,4.737952,2.940445
FGF1_MOUSE,0.879907,0.87991,0,0.879907,NaN
FGGY_MOUSE,0.291233,0.28513,0.0892392043891024,0.291233,0.029846
FIBA_MOUSE,1.093162,1.648345,2.05877527751668,1.093162,0.634572
FIBB_MOUSE,1.718182,1.92038,1.21046988573198,1.718182,0.476635
FIBG_MOUSE,1.577257,1.366145,0.485861008234065,1.577257,0.396426
FINC_MOUSE,0.85689,1.20234,0.446920717738616,0.85689,0.226395
FIS1_MOUSE,0.294171,1.04806,0,0.294171,0.181053
FITM2_MOUSE,0.002305,0.13622,0,0.002305,0.00326
FKB11_MOUSE,0.23748,0.17938,0,0.23748,0.082162
FKB1A_MOUSE,0.37952,0.44361,0.0570675181011249,0.37952,0.021994
FKBP2_MOUSE,0.427045,0.40615,0.0874058715647868,0.427045,0.019153
FKBP3_MOUSE,0.39636,0.32457,0.14166,0.39636,0.098816
FKBP4_MOUSE,0.523304,0.55866,0.105191280551194,0.523304,0.08414
FKBP8_MOUSE,0.759669,1.37974,0.427045421549824,0.759669,0.200061
FLII_MOUSE,0.247592,0.49518,0,0.247592,0.350148
FLNA_MOUSE,0.107712,0.193785,0.110751573458066,0.107712,0.081426
FLNB_MOUSE,0.133846,0.54206,0.194311467968311,0.133846,0.088409
FLOT1_MOUSE,0.331711,0.33171,0.09465,0.331711,0.133861
FLOT2_MOUSE,0.2651,0.2651,0,0.2651,NaN
FMC1_MOUSE,0.115324,NaN,NaN,0.115324,NaN
FMO1_MOUSE,0.338762,0.37309,0.0388987616255325,0.338762,0.091246
FMO2_MOUSE,0.101054,0.10105,0.01056,0.101054,0.014935
FMO4_MOUSE,1.859722,1.85972,0,1.859722,NaN
FMO5_MOUSE,0.51013,0.51835,0.0500195967996544,0.51013,0.122692
FN3K_MOUSE,0.165961,0.16643,0,0.165961,0.000657
FND3A_MOUSE,0.029018,0.20898,0,0.029018,0.041038
FPPS_MOUSE,0.749201,0.73616,0.183884454156831,0.749201,0.187441
FRDA_MOUSE,NaN,0.16382,0,NaN,0
FRIH_MOUSE,0.332115,0.17479,0,0.332115,0.222484
FRIL1_MOUSE,0.701082,0.7403,0.243827466951531,0.701082,0.155766
FSCN1_MOUSE,NaN,NaN,NaN,NaN,0
FSP1_MOUSE,0.562632,NaN,NaN,0.562632,0.063369
FTCD_MOUSE,0.297518,0.33537,0.0214472030810547,0.297518,0.071166
FUBP1_MOUSE,0.51753,0.492435,0.066985,0.51753,0.079855
FUBP2_MOUSE,0.343229,0.32441,0.23637699591102,0.343229,0.028493
FUCM_MOUSE,NaN,NaN,NaN,NaN,0
FUMH_MOUSE,0.16788,0.19569,0.0226174813805605,0.16788,0.043574
FUS_MOUSE,0.490943,0.51232,0.0715980150252474,0.490943,0.044344
FXR1_MOUSE,0.253654,0.25365,0,0.253654,NaN
FXR2_MOUSE,0,3.67457,0,0,NaN
G3BP1_MOUSE,0.227795,0.23236,0.0323209985922465,0.227795,0.007991
G3BP2_MOUSE,0.151484,0.40811,0.155806422845786,0.151484,0.035482
G3P_MOUSE,0.229068,0.21615,0.0278421589680111,0.229068,0.058475
G45IP_MOUSE,NaN,NaN,NaN,NaN,0
G6PC1_MOUSE,0.553403,0.63557,0,0.553403,0.116205
G6PD1_MOUSE,0.368257,0.36826,0,0.368257,NaN
G6PE_MOUSE,0.465094,0.47469,0.0552065592479734,0.465094,0.0954
G6PI_MOUSE,0.177689,0.29195,0.106703151668543,0.177689,0.043295
GABT_MOUSE,0.202414,0.24665,0.0584449920523564,0.202414,0.04423
GAL3A_MOUSE,0.157797,0.14456,0.046358592472162,0.157797,0.032125
GALD1_MOUSE,0.367989,NaN,NaN,0.367989,0.302767
GALE_MOUSE,0.084808,0.14852,0.00923,0.084808,0.078188
GALK1_MOUSE,0.268785,0.282805,0.002415,0.268785,0.023246
GALK2_MOUSE,0.476552,0.72885,0,0.476552,0.356808
GALM_MOUSE,0.246464,0.21655,0.0494572864601365,0.246464,0.055777
GALNS_MOUSE,NaN,0.05599,0,NaN,0
GALT_MOUSE,0.164018,0.19863,0.0808081214977801,0.164018,0.131865
GAMT_MOUSE,0.702762,0.72776,0.120387743994146,0.702762,0.118138
GANAB_MOUSE,0.287702,0.4897,0.127836204042517,0.287702,0.077441
GAR1_MOUSE,NaN,NaN,NaN,NaN,0
GARS_MOUSE,0.818842,1.36552,0.542501455625287,0.818842,0.720076
GAS2_MOUSE,0.391196,NaN,NaN,0.391196,NaN
GATM_MOUSE,0.012666,NaN,NaN,0.012666,0.014757
GBB1_MOUSE,0.171754,0.34351,0,0.171754,0.242897
GBB2_MOUSE,0.122184,0.27446,0.192962387057038,0.122184,0.141574
GBG12_MOUSE,0.431233,0.43123,0,0.431233,NaN
GBRL1_MOUSE,0.147561,NaN,NaN,0.147561,NaN
GCAB_MOUSE,0.042156,0.07932,0,0.042156,0.052551
GCDH_MOUSE,0.271168,0.28177,0.0216974427986341,0.271168,0.060345
GCH1_MOUSE,0.243959,0.33584,0,0.243959,0.34501
GCKR_MOUSE,0.234337,0.25375,0.0552478546189805,0.234337,0.052818
GCN1_MOUSE,0.326763,0.5593,0.232252678038381,0.326763,0.292959
GCP60_MOUSE,0.368727,0.45399,0,0.368727,0.120583
GCR_MOUSE,0.856648,1.48318,0,0.856648,0.886047
GCSH_MOUSE,0.162281,0.17334,0.049736503696983,0.162281,0.015632
GCSP_MOUSE,0.269001,0.27621,0.0484731991929561,0.269001,0.066408
GCST_MOUSE,0.234715,0.2048,0.03738,0.234715,0.010565
GDIA_MOUSE,0.388162,0.40089,0.0664377358434196,0.388162,0.066679
GDIB_MOUSE,0.408718,0.5584,0.136697954542122,0.408718,0.104975
GDIR1_MOUSE,0.226041,0.22439,0.0228459353058701,0.226041,0.027595
GDIR2_MOUSE,1.150385,1.150385,1.020375,1.150385,1.443028
GELS_MOUSE,0.223447,0.74367,0.41874,0.223447,0.257376
GEPH_MOUSE,0.400948,0.40095,0.00993999999999998,0.400948,0.014054
GFPT1_MOUSE,0.850236,0.51098,0,0.850236,0.479777
GFRP_MOUSE,0.171744,0.16268,0.481067390289552,0.171744,0.140552
GGACT_MOUSE,0.271147,0.47958,0,0.271147,0.294775
GGCT_MOUSE,0.205881,NaN,NaN,0.205881,NaN
GGLO_MOUSE,0.405825,0.44755,0.136021166382295,0.405825,0.100919
GGT5_MOUSE,0.112345,0.11234,0,0.112345,NaN
GHC1_MOUSE,0.245787,0.25871,0.152323902339718,0.245787,0.011555
GILT_MOUSE,NaN,NaN,NaN,NaN,0
GIMA4_MOUSE,0.136962,0.08885,0.0408308994172578,0.136962,0.025848
GLCM_MOUSE,0.098758,0.15301,0.0711908245211418,0.098758,0.014541
GLCNE_MOUSE,1.010094,1.00743,0.141621525680244,1.010094,0.169196
GLCTK_MOUSE,0.139492,0.13949,0.0593304733568678,0.139492,0.017701
GLGB_MOUSE,0.160807,0.13699,0.0287675307247598,0.160807,0.040572
GLNA_MOUSE,0.317843,0.36408,0.0946874286059137,0.317843,0.074464
GLO2_MOUSE,0.363839,0.40122,0.0901829599425524,0.363839,0.099487
GLOD4_MOUSE,0.247526,0.247525,0.073473415260215,0.247526,0.012115
GLPK_MOUSE,0.256408,0.30795,0.25951514183184,0.256408,0.052981
GLRX1_MOUSE,0.262356,0.30304,0,0.262356,0.057531
GLRX3_MOUSE,0.293936,0.48874,0.24576,0.293936,0.07206
GLRX5_MOUSE,0.139465,0.45663,0.1777,0.139465,0.197233
GLSL_MOUSE,0.312477,0.37417,0.097496651963029,0.312477,0.200234
GLTD2_MOUSE,1.273348,1.23719,0.085387552176337,1.273348,0.051133
GLU2B_MOUSE,0.317923,0.347645,0.101310601521043,0.317923,0.054539
GLUCM_MOUSE,0.092716,0.13506,0.0342084866013619,0.092716,0.073874
GLYAL_MOUSE,0.129234,0.14184,0.0470546983839021,0.129234,0.035339
GLYAT_MOUSE,0.119431,0.20187,0.0295974339428269,0.119431,0.03266
GLYC_MOUSE,0.266421,0.2853,0.0383459737651817,0.266421,0.071983
GLYG_MOUSE,0.058909,0.11591,0,0.058909,0.080607
GLYM_MOUSE,0.396616,0.41414,0.0324314604049833,0.396616,0.087482
GLYR1_MOUSE,0.009134,NaN,NaN,0.009134,NaN
GMFB_MOUSE,0.297308,0.29731,0,0.297308,NaN
GMPPA_MOUSE,0.255235,0.26907,0.0224185523370464,0.255235,0.01346
GMPPB_MOUSE,0.116256,0.333315,0.059425,0.116256,0.138427
GMPR2_MOUSE,NaN,NaN,NaN,NaN,0
GNA11_MOUSE,0.523726,0.523725,0.104875,0.523726,0.148311
GNA12_MOUSE,NaN,NaN,NaN,NaN,0
GNA13_MOUSE,0.150904,0.550385,0.284345,0.150904,0.162824
GNA1_MOUSE,0.181663,0.28415,0.299439915402072,0.181663,0.070519
GNAI2_MOUSE,0.35523,0.39647,0.162511926887092,0.35523,0.076414
GNAI3_MOUSE,2.518599,4.077,0,2.518599,2.203912
GNAQ_MOUSE,0.279486,0.27949,0,0.279486,NaN
GNAS1_MOUSE,0.575381,0.57538,0.03056,0.575381,0.043213
GNL1_MOUSE,0.187978,NaN,NaN,0.187978,NaN
GNMT_MOUSE,0.253074,0.27373,0.0239170494835797,0.253074,0.054973
GNPI1_MOUSE,0.072065,0.14334,0,0.072065,0.100805
GNS_MOUSE,0.349124,NaN,NaN,0.349124,NaN
GNTK_MOUSE,0.112227,0.31564,0.482364064604964,0.112227,0.092924
GOGA2_MOUSE,0.537582,NaN,NaN,0.537582,NaN
GOLP3_MOUSE,0.304542,0.30454,0,0.304542,NaN
GORS2_MOUSE,0.288037,0.2901,0.00980281025466111,0.288037,0.002919
GP182_MOUSE,NaN,NaN,NaN,NaN,0
GPAT1_MOUSE,0.719345,0.58957,0.222484585137937,0.719345,0.108922
GPD1L_MOUSE,0.260774,0.25815,0.0151174431994597,0.260774,0.003709
GPDA_MOUSE,0.263897,0.28714,0.0822874290763784,0.263897,0.040713
GPDM_MOUSE,0.079816,0.15509,0.064153962131289,0.079816,0.067294
GPX1_MOUSE,0.212138,0.20895,0.0439431796755765,0.212138,0.02745
GPX3_MOUSE,0.385788,0.38579,0,0.385788,NaN
GPX4_MOUSE,0.78722,0.8332,0,0.78722,0.065028
GRB2_MOUSE,0.973621,NaN,NaN,0.973621,0.701239
GRB7_MOUSE,8.147241,8.14724,0,8.147241,NaN
GRHPR_MOUSE,0.23336,0.27401,0.0593783601659729,0.23336,0.034872
GRIN3_MOUSE,NaN,NaN,NaN,NaN,0
GRN_MOUSE,0.159759,0.19321,0,0.159759,0.047311
GRP75_MOUSE,0.368356,0.38363,0.34481230700774,0.368356,0.103528
GRPE1_MOUSE,0.230878,0.28575,0.272088144512031,0.230878,0.055664
GRSF1_MOUSE,1.752505,1.7525,0,1.752505,NaN
GSDMD_MOUSE,0.428373,0.42837,0,0.428373,NaN
GSH0_MOUSE,0.778532,0.71283,0.252835395433472,0.778532,0.058513
GSH1_MOUSE,0.256519,0.32281,0.0437704169502645,0.256519,0.055349
GSHB_MOUSE,0.224293,0.21971,0.0173491424571937,0.224293,0.017614
GSHR_MOUSE,0.199863,0.23104,0.0900322689543101,0.199863,0.042848
GSK3A_MOUSE,NaN,NaN,NaN,NaN,0
GSLG1_MOUSE,0.990371,NaN,NaN,0.990371,NaN
GSTA1_MOUSE,0.171405,0.15786,0.0548926513182776,0.171405,0.053365
GSTA2_MOUSE,0.046109,NaN,NaN,0.046109,0.048462
GSTA3_MOUSE,0.205818,0.21488,0.0273925249657639,0.205818,0.035514
GSTA4_MOUSE,0.153481,0.226115,0.0115293308023493,0.153481,0.118934
GSTK1_MOUSE,0.238986,0.26159,0.0907582140855581,0.238986,0.043674
GSTM1_MOUSE,0.246234,0.25333,0.0395684588529804,0.246234,0.068274
GSTM2_MOUSE,0.225017,0.2077,0.0319426713973644,0.225017,0.043048
GSTM3_MOUSE,0.194225,0.206215,0.12344068423741,0.194225,0.018995
GSTM4_MOUSE,0.204783,0.22971,0.0671749865814815,0.204783,0.035258
GSTM5_MOUSE,0.238164,0.1674,0.09651,0.238164,0.036412
GSTM6_MOUSE,0.598968,0.60191,0.072360783707406,0.598968,0.083553
GSTM7_MOUSE,0.188611,0.2079,0.045950864246497,0.188611,0.034437
GSTO1_MOUSE,0.186114,0.18486,0.0933649662040624,0.186114,0.030855
GSTP1_MOUSE,0.206246,0.25023,0.0197600981778937,0.206246,0.05573
GSTP2_MOUSE,0.012927,NaN,NaN,0.012927,0.006566
GSTT1_MOUSE,0.130723,0.24842,0.0544020331972988,0.130723,0.095838
GSTT2_MOUSE,0.156223,0.16628,0.0628200504297792,0.156223,0.04547
GSTT3_MOUSE,0.158598,0.17654,0.0503143536577784,0.158598,0.030258
GT251_MOUSE,0.813408,NaN,NaN,0.813408,NaN
GTR2_MOUSE,0.630257,0.6294,0,0.630257,0.001213
GTR9_MOUSE,0.471962,0.66245,0,0.471962,0.269392
GUAA_MOUSE,0.665946,0.72849,0.305122633706515,0.665946,0.088448
GUAD_MOUSE,0.165291,0.219075,0.167172262726207,0.165291,0.175318
GYS2_MOUSE,0.208794,0.23554,0.0275004722868535,0.208794,0.055939
H10_MOUSE,0.047936,0.06587,0,0.047936,0.025367
H12_MOUSE,0.07315,0.06957,0.0105075338051641,0.07315,0.012866
H13_MOUSE,0.094547,0.10804,0.0304635547622073,0.094547,0.014132
H14_MOUSE,0.080678,0.07806,0.00820134270849732,0.080678,0.014039
H15_MOUSE,NaN,0.01893,0,NaN,0
H17B6_MOUSE,0.508688,0.51726,0.113829535956183,0.508688,0.100989
H2A1B_MOUSE,0.037321,0.03732,0.00094,0.037321,0.001333
H2A2A_MOUSE,0.038465,0.10051,0,0.038465,0.003096
H2A2B_MOUSE,NaN,0.03212,0,NaN,0
H2AV_MOUSE,0.114411,0.11738,0,0.114411,0.004205
H2AW_MOUSE,0.367839,NaN,NaN,0.367839,0.110509
H2AX_MOUSE,0.022478,NaN,NaN,0.022478,0.003061
H2AY_MOUSE,0.098294,0.11733,0.115484429946205,0.098294,0.020061
H2B1B_MOUSE,0.039337,0.03935,0.00630990142553749,0.039337,0.009136
H31_MOUSE,0.004244,0.00032,0,0.004244,0.008064
H32_MOUSE,0.000548,0.0011,0.00112539715212009,0.000548,0.000308
H3C_MOUSE,0.003956,NaN,NaN,0.003956,NaN
H4_MOUSE,0.016464,0.0218,0.00336028332138824,0.016464,0.004966
HA10_MOUSE,3.2075,3.2075,0,3.2075,NaN
HA11_MOUSE,5.010497,NaN,NaN,5.010497,3.42478
HA1B_MOUSE,4.315108,5.46485,0,4.315108,1.625985
HA1L_MOUSE,NaN,NaN,NaN,NaN,0
HABP4_MOUSE,0.178653,NaN,NaN,0.178653,NaN
HACD3_MOUSE,0.233972,0.39993,1.33367420425263,0.233972,0.20292
HACL1_MOUSE,0.311827,0.39052,0.0961886102197137,0.311827,0.07014
HACL2_MOUSE,0.183262,0.24194,0.0936073504378796,0.183262,0.136223
HAOX1_MOUSE,1.085447,1.12975,0.947456255277256,1.085447,0.130507
HAP28_MOUSE,0.470266,0.47027,0,0.470266,NaN
