Portien,rateconst,Abundance,PeptideCount
LYN_MOUSE,0.26537,527006000,1
LYPA1_MOUSE,0.267444,62473900000,9
LYPA2_MOUSE,0.268403,3518470000,5
LYPL1_MOUSE,0.797091,1201560000,2
LYRIC_MOUSE,0.20851,95296700000,6
LYZ2_MOUSE,0.025782,201703000,1
M2GD_MOUSE,0.145444,1395390000000,72
M2OM_MOUSE,0.125807,59752900000,9
MA2A1_MOUSE,0.937785,24395500000,9
MA2B1_MOUSE,0.73897,8115910000,5
MA2C1_MOUSE,0.147532,97831400,1
MAAI_MOUSE,0.190648,1159620000000,21
MACD1_MOUSE,0.170014,20200100000,6
MAIP1_MOUSE,0.161072,2908170000,4
MAL2_MOUSE,0.081506,3916060000,1
MANBA_MOUSE,0.152072,2901400000,3
MANF_MOUSE,0.451985,31259000000,6
MAOX_MOUSE,0.242863,765571000000,47
MAP11_MOUSE,0.198739,4038150000,7
MARC1_MOUSE,0.36002,152105000000,13
MARC2_MOUSE,0.314835,103519000000,11
MARH5_MOUSE,0.901708,646956000,2
MAT2B_MOUSE,0.45836,5129240000,6
MATR3_MOUSE,0.536161,12275300000,10
MAVS_MOUSE,0.327915,29592400000,7
MBB1A_MOUSE,0.385534,10370600000,9
MBL2_MOUSE,9.570667,7747960000,2
MBOA5_MOUSE,0.497156,4965920000,2
MBOA7_MOUSE,1.153748,1841330000,2
MCA3_MOUSE,0.664739,3046100000,2
MCAT_MOUSE,0.151541,117528000000,15
MCCA_MOUSE,0.124422,145214000000,31
MCCB_MOUSE,0.157629,126755000000,23
MCTS1_MOUSE,0.271865,8063160000,4
MDHC_MOUSE,0.238476,1745100000000,17
MDHM_MOUSE,0.15648,1814000000000,21
MDR3_MOUSE,2.097103,3212890000,2
MECP2_MOUSE,0.089485,801125000,3
MECR_MOUSE,0.102561,50113300000,14
MEMO1_MOUSE,0.432538,8846830000,7
MEP1A_MOUSE,NaN,253421000,1
MEP50_MOUSE,0.263298,1087620000,2
MET7B_MOUSE,0.47523,203764000000,8
METK1_MOUSE,0.426155,740102000000,22
METK2_MOUSE,1.74441,3330310000,1
MFN2_MOUSE,0.187946,234870000,1
MGDP1_MOUSE,NaN,1799230000,1
MGLL_MOUSE,1.015009,6948580000,5
MGST1_MOUSE,0.274868,4674920000000,23
MIA2_MOUSE,NaN,2495780000,3
MIC13_MOUSE,0.49689,14575500000,4
MIC19_MOUSE,0.211935,28274100000,9
MIC26_MOUSE,0.161667,15502600000,4
MIC27_MOUSE,0.111978,24274300000,11
MIC60_MOUSE,0.126384,174782000000,32
MIF_MOUSE,0.159033,75658100000,2
MIGA2_MOUSE,0.002655,187475000,1
MIRO1_MOUSE,NaN,557304000,2
MIRO2_MOUSE,0.272034,332340000,2
MITOS_MOUSE,0.345941,1334770000,2
MIX23_MOUSE,0.105609,10069400000,4
MK01_MOUSE,NaN,46604100,1
MK03_MOUSE,0.194759,432049000,1
MK14_MOUSE,0.903093,412417000,2
ML12B_MOUSE,0.740787,47916200000,9
MLEC_MOUSE,0.116635,35324000000,12
MMAA_MOUSE,0.251351,357813000,1
MMAB_MOUSE,0.1126,4712080000,4
MMSA_MOUSE,0.145921,1509390000000,46
MOCOS_MOUSE,1.693518,2140270000,3
MOCS1_MOUSE,0.148084,2006420000,3
MOES_MOUSE,0.227382,46681000000,13
MOGS_MOUSE,0.106241,57675400000,21
MOT10_MOUSE,0.495222,86458100,1
MOT1_MOUSE,0.292909,2622600000,2
MOV10_MOUSE,0.823059,1265820000,2
MP2K1_MOUSE,0.345091,3914810000,5
MP2K2_MOUSE,0.374351,4683670000,8
MPC1_MOUSE,0.140996,18566900000,5
MPC2_MOUSE,0.273668,61337300000,5
MPCP_MOUSE,0.162317,450815000000,15
MPI_MOUSE,0.268511,3946990000,5
MPP6_MOUSE,NaN,622232000,1
MPPA_MOUSE,0.115221,10163700000,7
MPPB_MOUSE,3.134854,2719920000,2
MPRD_MOUSE,0.422014,9149330000,2
MPU1_MOUSE,0.302213,6643260000,3
MPV17_MOUSE,0.247511,6340120000,3
MRC1_MOUSE,0.3823,4783760000,7
MRCKB_MOUSE,0.404343,1208110000,5
MRP2_MOUSE,0.626126,22745200000,12
MRP6_MOUSE,0.36142,9203020000,13
MSRA_MOUSE,0.293311,143447000000,17
MTA2_MOUSE,0.618084,586409000,2
MTAP_MOUSE,0.24146,11638000000,6
MTCH1_MOUSE,NaN,87451600,1
MTCH2_MOUSE,0.188449,231294000000,13
MTL26_MOUSE,0.211369,76940800000,5
MTNA_MOUSE,0.243518,7857870000,7
MTNB_MOUSE,0.128582,6541600000,7
MTND_MOUSE,1.575049,3361170000,2
MTPN_MOUSE,0.454874,2795310000,1
MTP_MOUSE,0.350069,668174000000,44
MTUS1_MOUSE,1.009228,111528000,1
MTX1_MOUSE,0.376738,13208400000,6
MTX2_MOUSE,0.26587,9573530000,5
MUG1_MOUSE,1.400871,254733000000,40
MUG2_MOUSE,6.349936,7084940000,5
MUP17_MOUSE,8.061711,3742590000000,34
MUP20_MOUSE,6.724598,250579000000,16
MUP2_MOUSE,7.525707,454335000000,12
MUP3_MOUSE,9.472792,54254600000,5
MUTA_MOUSE,0.399326,138939000000,23
MVD1_MOUSE,0.292738,720119000,1
MVP_MOUSE,0.312077,88452400000,17
MY18A_MOUSE,0.501264,2423110000,6
MYDGF_MOUSE,0.565581,23789900000,3
MYG1_MOUSE,0.293499,2841310000,4
MYH10_MOUSE,0.188337,63752200000,19
MYH11_MOUSE,0.31354,8222620000,2
MYH14_MOUSE,0.527316,2999090000,1
MYH9_MOUSE,0.380992,470983000000,91
MYL6_MOUSE,0.629217,43829700000,9
MYLK_MOUSE,1.3549,38497200,1
MYO1B_MOUSE,0.316479,14971400000,15
MYO1C_MOUSE,0.12195,14817100000,12
MYO6_MOUSE,2.183364,836727000,3
NAA15_MOUSE,0.472968,539524000,1
NACA_MOUSE,0.406771,103750000000,7
NADC_MOUSE,0.291543,240592000000,13
NADE_MOUSE,0.206692,655785000,1
NAGAB_MOUSE,0.070885,12676100000,7
NAGS_MOUSE,NaN,928888000,2
NAKD2_MOUSE,0.12257,88568300000,15
NAMPT_MOUSE,0.422714,26360000000,8
NB5R3_MOUSE,0.267156,786936000000,30
NCEH1_MOUSE,1.06046,2177110000,4
NCKP1_MOUSE,0.314674,417742000,2
NCLN_MOUSE,0.125899,23475100000,9
NCPR_MOUSE,0.444619,308844000000,28
NDK3_MOUSE,0.073496,1600110000,1
NDKA_MOUSE,0.295406,580145000000,14
NDKB_MOUSE,0.280236,221013000000,11
NDRG2_MOUSE,1.186093,374476000000,19
NDUA1_MOUSE,0.392418,1261430000,1
NDUA2_MOUSE,0.088469,21248500000,3
NDUA3_MOUSE,0.175473,1354380000,1
NDUA4_MOUSE,0.557361,248878000000,3
NDUA5_MOUSE,0.163865,30232900000,8
NDUA6_MOUSE,0.324781,25125000000,5
NDUA7_MOUSE,0.236759,8931550000,1
NDUA8_MOUSE,0.125897,73650000000,11
NDUA9_MOUSE,0.267623,107689000000,19
NDUAA_MOUSE,0.210719,97986300000,15
NDUAB_MOUSE,0.228106,24374600000,7
NDUAC_MOUSE,0.208414,63349800000,10
NDUAD_MOUSE,0.118995,54563300000,9
NDUB4_MOUSE,0.120595,25221000000,4
NDUB5_MOUSE,0.161969,5806630000,3
NDUB6_MOUSE,0.914926,23086200000,4
NDUB7_MOUSE,0.151038,7726010000,3
NDUB8_MOUSE,0.112651,4008180000,4
NDUB9_MOUSE,0.093514,33136000000,5
NDUBA_MOUSE,0.264456,154527000000,7
NDUBB_MOUSE,0,2662070000,2
NDUC2_MOUSE,0.155983,29902900000,6
NDUF2_MOUSE,0.307907,1713420000,3
NDUF3_MOUSE,0.157934,1431020000,2
NDUF4_MOUSE,0.19661,416534000,1
NDUS1_MOUSE,0.141832,289154000000,33
NDUS2_MOUSE,0.18252,121676000000,20
NDUS3_MOUSE,0.212741,134551000000,13
NDUS4_MOUSE,0.23326,16148400000,3
NDUS5_MOUSE,0.199994,20113600000,5
NDUS6_MOUSE,0.316658,15016200000,9
NDUS7_MOUSE,1.006697,20751700000,6
NDUS8_MOUSE,0.101463,38635800000,5
NDUV1_MOUSE,0.1425,121866000000,19
NDUV2_MOUSE,0.142096,67302400000,10
NEDD4_MOUSE,8.862916,2094590000,3
NEUA_MOUSE,0.124869,42652600000,7
NEUL_MOUSE,0.112373,1689450000,3
NFS1_MOUSE,0.365536,8771180000,8
NFU1_MOUSE,0.13358,1434520000,2
NGP_MOUSE,0.100455,249381000,1
NH2L1_MOUSE,0.092931,9062900000,4
NHP2_MOUSE,0.126043,2125570000,2
NHRF1_MOUSE,1.363491,27780800000,10
NHRF3_MOUSE,0.435595,32748800000,15
NINJ1_MOUSE,0.438751,1809140000,2
NIPS1_MOUSE,0.121725,447670000000,21
NIPS2_MOUSE,0.080811,158945000,1
NIT1_MOUSE,0.188239,78416000000,13
NIT2_MOUSE,0.182019,242413000000,18
NLRX1_MOUSE,NaN,28128700,1
NMI_MOUSE,1.081597,1042390000,1
NMT1_MOUSE,0.333695,9406610000,7
NMT2_MOUSE,0.283523,155835000,1
NNRD_MOUSE,0.295497,15036800000,8
NNRE_MOUSE,0.124192,49730400000,9
NOMO1_MOUSE,0.084465,37613200000,23
NONO_MOUSE,0.983299,12313900000,3
NOP56_MOUSE,0.197474,30471800000,10
NOP58_MOUSE,0.078606,9825640000,10
NP1L1_MOUSE,0.446107,10271300000,4
NP1L4_MOUSE,0.295764,2708850000,5
NPC2_MOUSE,0.501947,378686000,1
NPL4_MOUSE,0.473215,5691680000,5
NPM_MOUSE,0.209055,75103100000,9
NPS3B_MOUSE,0.093051,40774100000,9
NPT2A_MOUSE,0.000383,438318000,2
NQO2_MOUSE,0.197424,109523000000,13
NSDHL_MOUSE,0.578362,32931900000,13
NSF1C_MOUSE,0.549449,18668100000,6
NSF_MOUSE,0.244081,190344000,1
NSMA_MOUSE,0.267587,91725400,1
NT5C_MOUSE,NaN,4177450000,3
NT8F2_MOUSE,0.611468,98120900000,4
NTCP_MOUSE,1.329555,32509600000,1
NTF2_MOUSE,0.119681,2529550000,3
NU155_MOUSE,0.061137,556072000,2
NU160_MOUSE,9.4E-05,94827300,1
NU1M_MOUSE,0.151189,12732100000,4
NU2M_MOUSE,0.166137,5082350000,1
NU3M_MOUSE,0.15329,1405910000,1
NU4M_MOUSE,NaN,10678900000,6
NU5M_MOUSE,0.122867,33369400000,8
NUBPL_MOUSE,0.027517,446153000,2
NUCG_MOUSE,0.358369,9728860000,4
NUCL_MOUSE,0.565463,63621300000,10
NUD12_MOUSE,0.424418,24679000000,11
NUD16_MOUSE,0.165304,12206400,1
NUD19_MOUSE,0.422119,9387540000,6
NUDC_MOUSE,0.04636,701711000,2
NUDT5_MOUSE,0.334907,331013000,1
NUDT7_MOUSE,0.744618,278535000000,12
NUDT8_MOUSE,0.113506,187297000,1
NUP43_MOUSE,NaN,151740000,1
NUP93_MOUSE,0.030134,357823000,2
OASL1_MOUSE,0.248444,1741470000,1
OAT_MOUSE,1.14888,470585000000,22
OCAD1_MOUSE,0.661917,19967300000,5
OCAD2_MOUSE,0.664559,5254980000,2
OCTC_MOUSE,1.492986,85451200000,19
ODB2_MOUSE,0.166288,105576000000,16
ODBA_MOUSE,0.239871,132784000000,20
ODBB_MOUSE,0.103516,47779000000,12
ODC_MOUSE,0.365816,222542000,1
ODO1_MOUSE,0.403289,128698000000,35
ODO2_MOUSE,0.118656,220603000000,13
ODP2_MOUSE,0.065099,148404000000,18
ODPA_MOUSE,0.043679,100810000000,12
ODPB_MOUSE,0.199776,226482000000,21
ODPX_MOUSE,0.124904,8199810000,3
ODR4_MOUSE,0.375056,1885270000,3
OLA1_MOUSE,0.207584,21279200000,7
OPA1_MOUSE,0.182756,22336300000,14
OPA3_MOUSE,0.175676,3320930000,1
OPLA_MOUSE,0.389516,116447000000,36
ORNT1_MOUSE,0.269835,150484000000,13
ORN_MOUSE,0.528236,396404000,1
OSBL1_MOUSE,0.447586,1030570000,3
OSBL8_MOUSE,NaN,393033000,1
OSBL9_MOUSE,0.452809,182128000,1
OSBP1_MOUSE,0.330923,1382280000,3
OSGEP_MOUSE,0.114072,1774740000,1
OST48_MOUSE,0.094021,130975000000,12
OSTC_MOUSE,NaN,30755600000,1
OSTF1_MOUSE,0.507758,5040400000,2
OTC_MOUSE,0.139051,2505420000000,28
OTUB1_MOUSE,0.429382,9661020000,6
OXND1_MOUSE,0.422939,547604000,1
OXSM_MOUSE,0.156595,12891200000,4
OXSR1_MOUSE,0.169079,873091000,2
P20D1_MOUSE,0.382785,28523800000,9
P5CR3_MOUSE,0.267126,31819800000,8
PA1B2_MOUSE,0.109829,3917010000,3
PA2G4_MOUSE,0.163381,130535000000,18
PABP1_MOUSE,0.249019,169436000000,17
PACN2_MOUSE,0.390979,8092500000,5
PACN3_MOUSE,0.186883,8093430000,6
PAFA2_MOUSE,0.398453,8963600000,7
PAG15_MOUSE,0.097426,908346000,2
PAHX_MOUSE,4.686186,50949800000,8
PAIRB_MOUSE,0.480578,11760700000,8
PAPS2_MOUSE,0.452495,46873600000,20
PARK7_MOUSE,0.252851,223232000000,17
PARL_MOUSE,0.14896,1551950000,2
PARP1_MOUSE,0.554761,628629000,1
PARP9_MOUSE,0.545128,8710770000,6
PARVA_MOUSE,0.121182,3745850000,3
PAXI_MOUSE,0.331349,718405000,1
PBLD1_MOUSE,0.238904,438767000000,20
PBLD2_MOUSE,0.344218,108268000000,11
PCBP1_MOUSE,0.453343,189257000000,11
PCBP2_MOUSE,0.129293,51527700000,7
PCCA_MOUSE,0.120207,194714000000,38
PCCB_MOUSE,0.118548,225060000000,25
PCKGC_MOUSE,3.645281,231115000000,19
PCP_MOUSE,0,2878420000,3
PCY1A_MOUSE,0.753716,1190030000,1
PCY2_MOUSE,0.393886,61391500000,10
PCYOX_MOUSE,0.317437,33475300000,12
PDC6I_MOUSE,0.593156,37677800000,18
PDCD6_MOUSE,0.792668,9967980000,3
PDIA1_MOUSE,0.440555,2336980000000,40
PDIA3_MOUSE,0.4228,1437230000000,52
PDIA4_MOUSE,0.419077,406593000000,35
PDIA5_MOUSE,0.079955,175031000000,27
PDIA6_MOUSE,0.385441,317315000000,26
PDIP2_MOUSE,0.845488,4262370000,3
PDK1_MOUSE,0.726031,834902000,2
PDLI1_MOUSE,0.218226,1270230000,4
PDLI5_MOUSE,0.388227,7602270000,9
PDXD1_MOUSE,NaN,542023000,1
PDXK_MOUSE,0.206199,65647500000,15
PEBP1_MOUSE,0.2081,262966000000,12
PECR_MOUSE,0.263259,282962000000,15
PEDF_MOUSE,NaN,338212000,1
PEMT_MOUSE,0.247278,20307200000,4
PEPD_MOUSE,NaN,725792000,1
PEPL1_MOUSE,NaN,7231390000,7
PEX14_MOUSE,0.496477,2136340000,4
PEX16_MOUSE,0.468275,521188000,2
PEX3_MOUSE,0.317228,21319900000,4
PEX5_MOUSE,0.409102,441720000,2
PEX6_MOUSE,0.019035,2992130000,5
PFKAL_MOUSE,0.345009,17745800000,8
PFKAM_MOUSE,0.575522,1567270000,2
PG12B_MOUSE,0.48272,5458250000,3
PGAM1_MOUSE,0.207595,585251000000,30
PGBM_MOUSE,0.064688,41037300000,44
PGDH_MOUSE,0.863185,2882730000,2
PGES2_MOUSE,0.200068,7334830000,8
PGGHG_MOUSE,0.104467,777759000,3
PGH1_MOUSE,NaN,153437000,2
PGK1_MOUSE,0.197645,1845120000000,43
PGM1_MOUSE,0.208036,836207000000,37
PGM2_MOUSE,0.119212,8494860,1
PGP_MOUSE,0.185917,7733200000,5
PGRC1_MOUSE,0.530255,264188000000,10
PGRC2_MOUSE,0.47107,10225900000,3
PGS1_MOUSE,NaN,6180440000,6
PGS2_MOUSE,NaN,1926240000,1
PGTA_MOUSE,0.328511,812334000,1
PH4H_MOUSE,1.360491,594500000000,31
PHB2_MOUSE,0.113938,322550000000,17
PHB_MOUSE,0.130971,350582000000,14
PHF5A_MOUSE,0.677776,779322000,1
PHLD_MOUSE,0.775704,622545000,1
PHS2_MOUSE,0.14015,2226120000,1
PHS_MOUSE,0.257227,186336000000,8
PHYD1_MOUSE,0.310788,2124910000,2
PI4KA_MOUSE,0.26956,585136000,2
PICAL_MOUSE,0.729936,21464600000,7
PIGR_MOUSE,0.601133,6005130000,5
PIGS_MOUSE,0.398831,787278000,3
PIMT_MOUSE,0.315254,1844250000,4
PIPNA_MOUSE,0.362998,5342130000,2
PIPNB_MOUSE,0.36938,5695960000,5
PIR_MOUSE,0.676083,1782650000,2
PLAK_MOUSE,0.576221,7910460000,10
PLAP_MOUSE,0.344163,3345640000,8
PLBL1_MOUSE,0.106352,3932770000,5
PLBL2_MOUSE,0.869994,1782260000,2
PLCB_MOUSE,0.379656,60556200000,6
PLCC_MOUSE,0.196298,5640940000,4
PLEC_MOUSE,0.310159,25654600000,29
PLIN2_MOUSE,1.307451,6428460000,3
PLIN3_MOUSE,1.072076,4839170000,5
PLMN_MOUSE,1.665551,10389800000,9
PLM_MOUSE,NaN,11975200000,1
PLPHP_MOUSE,0.337599,48372800000,8
PLSI_MOUSE,0.311272,12855100000,5
PLSL_MOUSE,0.359651,90918600000,27
PLST_MOUSE,0.412438,85810700000,22
PMGE_MOUSE,0.029122,887242000,1
PMM2_MOUSE,0.231614,2716840000,3
PMVK_MOUSE,NaN,330934000,2
PNCB_MOUSE,0.276161,61259800000,18
PNPH_MOUSE,0.214455,200197000000,19
PNPO_MOUSE,0.24627,43941300000,9
PNPT1_MOUSE,0.292933,2061800000,2
PO210_MOUSE,NaN,1858410000,4
PON1_MOUSE,1.633325,130293000000,8
PON2_MOUSE,0.311615,4810780000,5
PON3_MOUSE,0.535082,33732900000,7
PP1A_MOUSE,1.080778,13174400000,8
PP1B_MOUSE,1.470936,7597170000,11
PP1R7_MOUSE,0.298228,8345780000,9
PP2AA_MOUSE,0.479664,19297800000,8
PPA5_MOUSE,0.274649,6334350000,4
PPA6_MOUSE,0.194209,3455880000,3
PPAC_MOUSE,0.226363,21168800000,4
PPCE_MOUSE,0.412138,38024400000,14
PPCT_MOUSE,0.331984,2592380000,1
PPGB_MOUSE,0.338596,27855000000,7
PPIA_MOUSE,0.330442,1721530000000,20
PPIB_MOUSE,0.39425,400830000000,15
PPID_MOUSE,0.583087,7317750000,5
PPIF_MOUSE,0.150134,15618000000,5
PPIL1_MOUSE,0.11251,155082000,1
PPM1A_MOUSE,0.332323,5803800000,6
PPM1B_MOUSE,0.278371,4041530000,2
PPM1F_MOUSE,0.271219,2143350000,4
PPM1G_MOUSE,NaN,26411500,1
PPOX_MOUSE,0.124722,1906000000,5
PPP5_MOUSE,0.33616,3718460000,5
PPP6_MOUSE,0.613381,1592520000,3
PPT1_MOUSE,NaN,11570600000,4
PRDX1_MOUSE,0.296827,3052710000000,25
PRDX2_MOUSE,0.230069,170173000000,12
PRDX3_MOUSE,0.179533,158644000000,10
PRDX4_MOUSE,0.366177,60988400000,12
PRDX5_MOUSE,0.229984,714841000000,18
PRDX6_MOUSE,0.270084,1659730000000,30
PREB_MOUSE,0.214671,7853510000,5
PRELP_MOUSE,0.110381,4716800000,7
PREP_MOUSE,0.301708,10015200000,14
PRKRA_MOUSE,NaN,465591000,1
PROD_MOUSE,0.400408,141239000000,19
PROF1_MOUSE,0.378635,404041000000,10
PRP19_MOUSE,0.000716,6642340000,4
PRP8_MOUSE,0.60968,1815540000,5
PRPK_MOUSE,0.202081,98038800,1
PRPS1_MOUSE,0.290827,19457300000,8
PRRC1_MOUSE,0.352253,3166360000,3
PRS10_MOUSE,0.401449,63157500000,11
PRS4_MOUSE,0.390559,46806200000,10
PRS6A_MOUSE,0.448271,46402200000,16
PRS6B_MOUSE,0.259744,16901600000,10
PRS7_MOUSE,0.424063,31730800000,11
PRS8_MOUSE,0.195604,57492700000,15
PRUN1_MOUSE,0.057417,1432350000,2
PSA1_MOUSE,0.281797,88256100000,11
PSA2_MOUSE,0.313,106102000000,13
PSA3_MOUSE,0.303015,29958700000,5
PSA4_MOUSE,0.275834,70787000000,8
PSA5_MOUSE,0.226885,50265000000,8
PSA6_MOUSE,0.353722,94235400000,7
PSA7_MOUSE,0.315067,98536500000,14
PSA_MOUSE,0.278719,9921870000,9
PSB1_MOUSE,0.188734,72184400000,14
PSB2_MOUSE,0.190467,31678800000,7
PSB3_MOUSE,0.483709,34276500000,4
PSB4_MOUSE,0.201504,64501100000,9
PSB5_MOUSE,0.331115,54496700000,9
PSB6_MOUSE,0.190326,31338700000,5
PSB7_MOUSE,0.122439,6723210000,3
PSB8_MOUSE,0.246576,8798180000,6
PSD11_MOUSE,0.71698,35700200000,7
PSD12_MOUSE,0.305832,44116000000,15
PSD13_MOUSE,0.292138,30875800000,10
PSDE_MOUSE,0.341695,30243500000,8
PSMD1_MOUSE,0.296721,45059300000,21
PSMD2_MOUSE,0.4032,96457500000,32
PSMD3_MOUSE,0.325767,36704500000,13
PSMD4_MOUSE,0.963256,21738000000,8
PSMD5_MOUSE,0.315015,15980300000,9
PSMD6_MOUSE,0.31472,29554100000,13
PSMD7_MOUSE,0.250798,42134800000,12
PSMD8_MOUSE,0.33256,8782130000,3
PSMD9_MOUSE,0.480708,5758240000,2
PSME1_MOUSE,0.278757,54542900000,16
PSME2_MOUSE,0.299127,35476400000,13
PSME4_MOUSE,1.078005,545218000,2
PSMG1_MOUSE,0.114312,1097050000,1
PTBP1_MOUSE,0.172749,83237100000,15
PTBP3_MOUSE,0.223389,7306760000,5
PTCD3_MOUSE,0.254796,5115930000,7
PTER_MOUSE,0.195032,49873400000,9
PTGR2_MOUSE,0.130034,14985600000,5
PTGR3_MOUSE,0.180115,29646100000,9
PTH2_MOUSE,0.14031,13903800000,8
PTMS_MOUSE,0.431305,3778370000,1
PTN11_MOUSE,0.577368,563425000,1
PTN6_MOUSE,0.279335,323705000,1
PTPA_MOUSE,0.363387,3279010000,4
PTPM1_MOUSE,0.423542,2893170000,3
PUR2_MOUSE,0.582249,11303000000,14
PUR4_MOUSE,0.060394,2948930000,5
PUR6_MOUSE,0.802855,27258400000,12
PUR8_MOUSE,0.304167,5426580000,6
PUR9_MOUSE,0.131061,47624000000,17
PURA1_MOUSE,0.422573,1944850000,3
PURA2_MOUSE,0.621528,2558390000,3
PURA_MOUSE,0.079953,50305100000,5
PURB_MOUSE,0.101523,6017400000,4
PX11A_MOUSE,0.275219,8931750000,4
PXL2A_MOUSE,0.381852,8310670000,3
PXMP2_MOUSE,0.278612,17918600000,7
PXMP4_MOUSE,0.438747,4700020000,2
PYC_MOUSE,0.181413,2273980000000,75
PYGB_MOUSE,0.127656,221605000000,10
PYGL_MOUSE,0.16657,1582840000000,70
PYR1_MOUSE,0.543073,696675000,2
PYRD_MOUSE,0.062416,228378000,1
PZP_MOUSE,0.752112,241515000000,40
QCR1_MOUSE,0.140049,652610000000,27
QCR2_MOUSE,0.16756,967964000000,25
QCR6_MOUSE,0.151569,22971700000,2
QCR7_MOUSE,0.376077,185816000000,12
QCR8_MOUSE,0.250812,105081000000,2
QCR9_MOUSE,0.17586,95967200000,2
QORL2_MOUSE,0.129427,16142800000,8
QOR_MOUSE,0.219371,223177000000,15
RAB10_MOUSE,0.284512,11237800000,6
RAB14_MOUSE,0.61896,65687400000,12
RAB15_MOUSE,0.784206,58740000000,1
RAB17_MOUSE,NaN,484638000,1
RAB18_MOUSE,0.670834,12202900000,4
RAB1A_MOUSE,0.504539,38962400000,4
RAB1B_MOUSE,0.388681,28840000000,5
RAB2A_MOUSE,0.696886,28903700000,5
RAB32_MOUSE,NaN,1608220000,1
RAB35_MOUSE,0.600648,25265900000,1
RAB5A_MOUSE,1.022264,8592830000,5
RAB5B_MOUSE,0.00461,4242010000,4
RAB5C_MOUSE,0.257121,18043000000,6
RAB6A_MOUSE,0.335157,2713290000,2
RAB7A_MOUSE,5.209971,52286000000,5
RAB8A_MOUSE,0.538436,6144870000,2
RAB9A_MOUSE,0.422852,1211900000,2
RAC1_MOUSE,0.344396,66848200000,6
RACK1_MOUSE,0.133828,543275000000,23
RADI_MOUSE,0.391875,52336500000,8
RAE1L_MOUSE,0.117943,128259000,1
RAGP1_MOUSE,0.285719,798879000,3
RAI14_MOUSE,0.308869,201546000,2
RAI2_MOUSE,0.090596,9043980000,1
RALA_MOUSE,0.222557,757458000,2
RALB_MOUSE,0.057653,86446800,2
RALY_MOUSE,0.691004,2189380000,1
RANB3_MOUSE,NaN,551082000,1
RANG_MOUSE,0.275798,5858810000,4
RAN_MOUSE,0.330872,88873300000,6
RAP1A_MOUSE,0.446658,8396880000,4
RAP1B_MOUSE,0.284234,7132270000,5
RASH_MOUSE,0.116654,253459000,2
RASK_MOUSE,0.221354,1964450000,2
RB11A_MOUSE,0.537537,10988300000,2
RB11B_MOUSE,0.331645,6400210000,3
RBBP4_MOUSE,0.955605,449860000,1
RBBP9_MOUSE,0.101963,2774350000,3
RBM14_MOUSE,NaN,990245000,1
RBM25_MOUSE,0.863207,544348000,1
RBM39_MOUSE,NaN,2358520000,2
RBM8A_MOUSE,0.662249,3085000000,2
RBMX_MOUSE,0.363537,5563210000,1
RBP2_MOUSE,NaN,240082000,1
RBPMS_MOUSE,0.357004,700431000,2
RBPS2_MOUSE,0.752643,1015330000,1
RBSK_MOUSE,0.238029,1816320000,1
RCC1_MOUSE,0.091935,2274550000,2
RD23B_MOUSE,0.48918,8542850000,6
RDH10_MOUSE,0.359656,518702000,2
RDH11_MOUSE,0.401568,39021200000,10
RDH13_MOUSE,0.08879,201762000,2
RDH14_MOUSE,NaN,193188000,1
RDH16_MOUSE,0.540376,151941000000,10
RDH7_MOUSE,0.461871,447659000000,10
REEP6_MOUSE,0.526398,105323000000,4
RENT1_MOUSE,0.486121,6812740000,12
RER1_MOUSE,0.464458,3257330000,2
RET4_MOUSE,NaN,1995500000,1
RETST_MOUSE,1.058148,21232100000,6
RGN_MOUSE,0.195191,3551530000000,36
RHG01_MOUSE,NaN,404615000,1
RHOA_MOUSE,0.198729,27394700000,7
RHOG_MOUSE,NaN,76932300,1
RIDA_MOUSE,0.20364,2269720000000,15
RINI_MOUSE,0.367593,241178000000,27
RISC_MOUSE,0.095303,28565700000,4
RL10A_MOUSE,0.114342,148567000000,12
RL10_MOUSE,0.236366,161372000000,11
RL11_MOUSE,0.142605,89778900000,3
RL12_MOUSE,0.09088,211251000000,11
RL13A_MOUSE,0.103155,45979600000,3
RL13_MOUSE,0.091072,103085000000,4
RL14_MOUSE,0.098359,112254000000,4
RL15_MOUSE,0.062822,69873500000,8
RL17_MOUSE,0.114257,144225000000,15
RL18A_MOUSE,0.071699,56921100000,4
RL18_MOUSE,0.149657,171187000000,7
RL19_MOUSE,0.141945,45929300000,4
RL1D1_MOUSE,0.662001,941675000,2
RL21_MOUSE,0.094175,92133700000,4
RL22L_MOUSE,0.259266,89776000,1
RL22_MOUSE,0.077028,174524000000,5
RL23A_MOUSE,0.151025,172987000000,4
RL23_MOUSE,0.08804,263955000000,8
RL24_MOUSE,0.142728,109833000000,6
RL26_MOUSE,0.147997,36489700000,3
RL27A_MOUSE,0.051335,132791000000,6
RL27_MOUSE,0.119209,149993000000,9
RL30_MOUSE,0.116316,179503000000,6
RL31_MOUSE,0.129526,53480500000,4
RL32_MOUSE,0.089252,139106000000,9
RL35_MOUSE,0.183154,4458620000,1
RL37A_MOUSE,0.065042,29051900000,3
RL38_MOUSE,0.208886,91117900000,7
RL3_MOUSE,0.081842,230349000000,20
RL4_MOUSE,0.08054,392770000000,23
RL5_MOUSE,0.111046,271847000000,18
RL6_MOUSE,0.123865,256786000000,16
RL7A_MOUSE,0.133801,292787000000,19
RL7_MOUSE,0.11614,269813000000,16
RL8_MOUSE,0.098441,199228000000,13
